,district_id,school,school_id,eng_yn,math_yn,read_yn,sci_yn
46,220.0,PAGOSA SPRINGS HIGH SCHOOL,6658.0,0.0,0.0,0.0,0.0
47,250.0,SPRINGFIELD HIGH SCHOOL,8168.0,1.0,0.0,0.0,0.0
48,260.0,V.I.L.A.S. ONLINE SCHOOL,9085.0,0.0,0.0,0.0,0.0
49,260.0,VILAS UNDIVIDED HIGH SCHOOL,9100.0,0.0,0.0,0.0,0.0
50,290.0,LAS ANIMAS HIGH SCHOOL,4990.0,1.0,0.0,0.0,0.0
51,310.0,MC CLAVE UNDIVIDED HIGH SCHOOL,5670.0,0.0,0.0,0.0,0.0
52,470.0,ERIE HIGH SCHOOL,2761.0,1.0,0.0,0.0,0.0
53,470.0,FREDERICK SENIOR HIGH SCHOOL,3196.0,1.0,0.0,0.0,0.0
54,470.0,LONGMONT HIGH SCHOOL,5282.0,1.0,0.0,0.0,0.0
55,470.0,LYONS MIDDLE/SENIOR HIGH SCHOOL,5368.0,1.0,1.0,1.0,0.0
56,470.0,NIWOT HIGH SCHOOL,6276.0,1.0,0.0,1.0,0.0
57,470.0,OLDE COLUMBINE HIGH SCHOOL,6498.0,0.0,0.0,0.0,0.0
58,470.0,SILVER CREEK HIGH SCHOOL,7789.0,1.0,0.0,1.0,0.0
59,470.0,SKYLINE HIGH SCHOOL,7954.0,1.0,0.0,0.0,0.0
60,480.0,ARAPAHOE RIDGE HIGH SCHOOL,125.0,0.0,0.0,0.0,0.0
61,480.0,BOULDER HIGH SCHOOL,924.0,1.0,1.0,1.0,1.0
62,480.0,BOULDER PREP CHARTER HIGH SCHOOL,934.0,0.0,0.0,0.0,0.0
63,480.0,BROOMFIELD HIGH SCHOOL,1070.0,1.0,0.0,1.0,0.0
64,480.0,CENTAURUS HIGH SCHOOL,1380.0,1.0,0.0,0.0,0.0
65,480.0,FAIRVIEW HIGH SCHOOL,2892.0,1.0,1.0,1.0,1.0
66,480.0,JUSTICE HIGH CHARTER SCHOOL,4496.0,0.0,0.0,0.0,0.0
67,480.0,MONARCH HIGH SCHOOL,5999.0,1.0,1.0,1.0,0.0
68,480.0,NEW VISTA HIGH SCHOOL,6195.0,1.0,0.0,0.0,0.0
69,480.0,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,6212.0,1.0,0.0,0.0,0.0
70,480.0,PEAK TO PEAK CHARTER SCHOOL,6816.0,1.0,1.0,1.0,1.0
71,490.0,BUENA VISTA HIGH SCHOOL,1130.0,1.0,0.0,1.0,0.0
72,490.0,CHAFFEE COUNTY HIGH SCHOOL,1508.0,0.0,0.0,0.0,0.0
73,500.0,SALIDA HIGH SCHOOL,7568.0,1.0,0.0,0.0,0.0
74,520.0,CHEYENNE WELLS HIGH SCHOOL,1612.0,1.0,0.0,1.0,0.0
75,540.0,CLEAR CREEK HIGH SCHOOL,4216.0,1.0,0.0,0.0,0.0
76,550.0,CENTAURI HIGH SCHOOL,1378.0,1.0,0.0,0.0,0.0
77,560.0,SANFORD JUNIOR/SENIOR HIGH SCHOOL,7616.0,1.0,0.0,1.0,0.0
78,580.0,ANTONITO HIGH SCHOOL,252.0,0.0,0.0,0.0,0.0
79,640.0,CENTENNIAL HIGH SCHOOL,1398.0,0.0,0.0,0.0,0.0
80,770.0,CROWLEY COUNTY HIGH SCHOOL,2058.0,1.0,0.0,0.0,0.0
81,860.0,CUSTER COUNTY HIGH SCHOOL,2092.0,1.0,0.0,0.0,0.0
82,870.0,CEDAREDGE HIGH SCHOOL,1372.0,1.0,0.0,0.0,0.0
83,870.0,DELTA COUNTY OPPORTUNITY SCHOOL,2155.0,0.0,0.0,0.0,0.0
84,870.0,DELTA HIGH SCHOOL,2164.0,0.0,0.0,0.0,0.0
85,870.0,DELTA VISION SCHOOL,2166.0,1.0,0.0,0.0,0.0
86,870.0,HOTCHKISS HIGH SCHOOL,4128.0,1.0,0.0,0.0,0.0
87,870.0,PAONIA HIGH SCHOOL,6708.0,1.0,0.0,0.0,0.0
88,870.0,SURFACE CREEK VISION SCHOOL,8419.0,1.0,0.0,0.0,0.0
89,880.0,ABRAHAM LINCOLN HIGH SCHOOL,10.0,0.0,0.0,0.0,0.0
90,880.0,RIDGE VIEW ACADEMY CHARTER SCHOOL,40.0,0.0,0.0,0.0,0.0
91,880.0,ACADEMY OF URBAN LEARNING,67.0,0.0,0.0,0.0,0.0
92,880.0,FRED N THOMAS CAREER EDUCATION CENTER,1319.0,1.0,0.0,0.0,0.0
93,880.0,COLORADO HIGH SCHOOL,1748.0,0.0,0.0,0.0,0.0
94,880.0,CONNECTIONS ACADEMY,1887.0,1.0,0.0,0.0,0.0
95,880.0,DENVER CENTER FOR INTERNATIONAL STUDIES,2183.0,1.0,0.0,0.0,0.0
96,880.0,DENVER SCHOOL OF THE ARTS,2184.0,1.0,1.0,0.0,1.0
97,880.0,DENVER SCHOOL OF SCIENCE AND TECHNOLOGY,2185.0,1.0,1.0,1.0,0.0
98,880.0,EAST HIGH SCHOOL,2398.0,1.0,0.0,0.0,0.0
99,880.0,EMILY GRIFFITH OPPORTUNITY SCHOOL,2726.0,0.0,0.0,0.0,0.0
100,880.0,FLORENCE CRITTENTON HIGH SCHOOL,3000.0,0.0,0.0,0.0,0.0
101,880.0,GEORGE WASHINGTON HIGH SCHOOL,3378.0,1.0,0.0,0.0,0.0
102,880.0,JOHN F KENNEDY HIGH SCHOOL,4444.0,0.0,0.0,0.0,0.0
103,880.0,JUSTICE HIGH SCHOOL DENVER,4494.0,0.0,0.0,0.0,0.0
104,880.0,LIFE SKILLS CENTER OF DENVER,5129.0,0.0,0.0,0.0,0.0
105,880.0,MANUAL HIGH SCHOOL,5448.0,0.0,0.0,0.0,0.0
106,880.0,MARTIN LUTHER KING MIDDLE COLLEGE,5605.0,0.0,0.0,0.0,0.0
107,880.0,CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,5844.0,0.0,0.0,0.0,0.0
108,880.0,MONTBELLO HIGH SCHOOL,5995.0,0.0,0.0,0.0,0.0
109,880.0,NORTH HIGH SCHOOL,6314.0,0.0,0.0,0.0,0.0
110,880.0,BRUCE RANDOLPH SCHOOL,6350.0,0.0,0.0,0.0,0.0
111,880.0,P.S.1 CHARTER SCHOOL,7199.0,0.0,0.0,0.0,0.0
112,880.0,SOUTH HIGH SCHOOL,8086.0,0.0,0.0,0.0,0.0
113,880.0,SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,8132.0,0.0,0.0,0.0,0.0
114,880.0,THOMAS JEFFERSON HIGH SCHOOL,8822.0,1.0,0.0,0.0,0.0
115,880.0,WEST HIGH SCHOOL,9408.0,0.0,0.0,0.0,0.0
116,890.0,DOVE CREEK HIGH SCHOOL,2216.0,0.0,0.0,0.0,0.0
117,900.0,DANIEL C OAKES HIGH SCHOOL--CASTLE ROCK,201.0,1.0,0.0,0.0,0.0
118,900.0,CASTLE VIEW HIGH SCHOOL,1367.0,1.0,0.0,1.0,0.0
119,900.0,CHAPARRAL HIGH SCHOOL,1503.0,1.0,0.0,1.0,0.0
120,900.0,DOUGLAS COUNTY HIGH SCHOOL,2230.0,1.0,0.0,1.0,0.0
121,900.0,EAGLE ACADEMY,2338.0,0.0,0.0,0.0,0.0
122,900.0,HIGHLANDS RANCH HIGH SCHOOL,3980.0,1.0,0.0,1.0,0.0
123,900.0,HOPE ON-LINE,3995.0,0.0,0.0,0.0,0.0
124,900.0,MOUNTAIN VISTA HIGH SCHOOL,6165.0,1.0,1.0,1.0,0.0
125,900.0,PONDEROSA HIGH SCHOOL,7118.0,1.0,0.0,1.0,0.0
126,900.0,ROCK CANYON HIGH SCHOOL,7435.0,1.0,1.0,1.0,0.0
127,900.0,THUNDERRIDGE HIGH SCHOOL,8847.0,1.0,0.0,1.0,0.0
128,910.0,RED CANYON HIGH SCHOOL,205.0,0.0,0.0,0.0,0.0
129,910.0,BATTLE MOUNTAIN HIGH SCHOOL,604.0,0.0,0.0,0.0,0.0
130,910.0,EAGLE VALLEY HIGH SCHOOL,2350.0,1.0,0.0,0.0,0.0
131,910.0,VAIL SKI AND SNOWBOARD ACADEMY (USSA),9061.0,1.0,1.0,1.0,0.0
132,920.0,ELIZABETH HIGH SCHOOL,2608.0,1.0,0.0,0.0,0.0
133,940.0,SIMLA HIGH SCHOOL,7922.0,1.0,0.0,0.0,0.0
134,970.0,CALHAN HIGH SCHOOL,1218.0,1.0,0.0,0.0,0.0
135,980.0,HARRISON HIGH SCHOOL,3806.0,0.0,0.0,0.0,0.0
136,980.0,JAMES IRWIN CHARTER HIGH SCHOOL,4378.0,1.0,1.0,1.0,0.0
137,980.0,NEW HORIZONS DAY SCHOOL,6244.0,0.0,0.0,0.0,0.0
138,980.0,SIERRA HIGH SCHOOL,7882.0,0.0,0.0,0.0,0.0
139,990.0,MESA RIDGE HIGH SCHOOL,5841.0,1.0,0.0,0.0,0.0
140,990.0,DISCOVERY HIGH SCHOOL,9560.0,0.0,0.0,0.0,0.0
141,990.0,WIDEFIELD HIGH SCHOOL,9566.0,1.0,0.0,0.0,0.0
142,1000.0,LORRAINE SECONDARY SCHOOL,203.0,0.0,0.0,0.0,0.0
143,1000.0,FOUNTAIN-FORT CARSON HIGH SCHOOL,3110.0,1.0,0.0,0.0,0.0
144,1010.0,THE BIJOU SCHOOL,871.0,0.0,0.0,0.0,0.0
145,1010.0,CIVA CHARTER ACADEMY,1616.0,0.0,0.0,0.0,0.0
146,1010.0,CORONADO HIGH SCHOOL,1870.0,1.0,0.0,0.0,0.0
147,1010.0,COMMUNITY PREP CHARTER SCHOOL,1885.0,0.0,0.0,0.0,0.0
148,1010.0,DOHERTY HIGH SCHOOL,2202.0,1.0,0.0,0.0,0.0
149,1010.0,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,2528.0,0.0,0.0,0.0,0.0
150,1010.0,LIFE SKILLS CENTER OF COLORADO SPRINGS,5146.0,0.0,0.0,0.0,0.0
151,1010.0,MITCHELL HIGH SCHOOL,5948.0,0.0,0.0,0.0,0.0
152,1010.0,PALMER HIGH SCHOOL,6680.0,1.0,0.0,1.0,0.0
153,1010.0,WASSON HIGH SCHOOL,9298.0,0.0,0.0,0.0,0.0
154,1020.0,CHEYENNE MOUNTAIN HIGH SCHOOL,1590.0,1.0,1.0,1.0,0.0
155,1030.0,MANITOU SPRINGS HIGH SCHOOL,5468.0,1.0,0.0,0.0,0.0
156,1040.0,AIR ACADEMY HIGH SCHOOL,76.0,1.0,1.0,1.0,0.0
157,1040.0,ASPEN VALLEY HIGH SCHOOL,209.0,1.0,0.0,0.0,0.0
158,1040.0,THE CLASSICAL ACADEMY HIGH SCHOOL,1630.0,1.0,1.0,1.0,1.0
159,1040.0,DISCOVERY CANYON CAMPUS SCHOOL,2195.0,1.0,1.0,0.0,0.0
160,1040.0,LIBERTY HIGH SCHOOL,5126.0,1.0,0.0,0.0,0.0
161,1040.0,PINE CREEK HIGH SCHOOL,6937.0,1.0,0.0,0.0,0.0
162,1040.0,RAMPART HIGH SCHOOL,7240.0,1.0,0.0,1.0,0.0
163,1050.0,ELLICOTT SENIOR HIGH SCHOOL,2642.0,0.0,0.0,0.0,0.0
164,1060.0,PEYTON JUNIOR/SENIOR HIGH SCHOOL,6902.0,1.0,0.0,0.0,0.0
165,1080.0,LEWIS-PALMER HIGH SCHOOL,5100.0,1.0,1.0,1.0,0.0
166,1080.0,PALMER RIDGE HIGH SCHOOL,6678.0,1.0,0.0,1.0,0.0
167,1110.0,FALCON HIGH SCHOOL,2908.0,1.0,0.0,0.0,0.0
168,1110.0,PATRIOT LEARNING CENTER,6810.0,0.0,0.0,0.0,0.0
169,1110.0,SAND CREEK HIGH SCHOOL,7613.0,1.0,0.0,0.0,0.0
170,1110.0,VISTA RIDGE HIGH SCHOOL,8791.0,1.0,0.0,0.0,0.0
171,1130.0,MIAMI-YODER SENIOR HIGH SCHOOL,5854.0,1.0,0.0,0.0,0.0
172,1140.0,CANON CITY HIGH SCHOOL,1266.0,1.0,0.0,0.0,0.0
173,1140.0,GARDEN PARK HIGH SCHOOL,3211.0,0.0,0.0,0.0,0.0
174,1150.0,FLORENCE HIGH SCHOOL,3002.0,1.0,0.0,0.0,0.0
175,1160.0,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,3228.0,0.0,0.0,0.0,0.0
176,1180.0,BASALT HIGH SCHOOL,570.0,1.0,0.0,0.0,0.0
177,1180.0,BRIDGES,1006.0,1.0,0.0,0.0,0.0
178,1180.0,GLENWOOD SPRINGS HIGH SCHOOL,3468.0,1.0,0.0,0.0,0.0
179,1180.0,ROARING FORK HIGH SCHOOL,7422.0,1.0,0.0,0.0,0.0
180,1195.0,COAL RIDGE HIGH SCHOOL,65.0,1.0,0.0,0.0,0.0
181,1195.0,KAPLAN ACADEMY OF COLORADO,3325.0,1.0,0.0,0.0,0.0
182,1195.0,RIFLE HIGH SCHOOL,7360.0,1.0,0.0,0.0,0.0
183,1220.0,GRAND VALLEY HIGH SCHOOL,3586.0,0.0,0.0,0.0,0.0
184,1340.0,WEST GRAND HIGH SCHOOL,9420.0,1.0,0.0,0.0,0.0
185,1350.0,MIDDLE PARK HIGH SCHOOL,5864.0,1.0,0.0,1.0,0.0
186,1360.0,CRESTED BUTTE COMMUNITY SCHOOL,2006.0,1.0,0.0,1.0,0.0
187,1360.0,GUNNISON HIGH SCHOOL,3694.0,1.0,0.0,0.0,0.0
188,1390.0,JOHN MALL HIGH SCHOOL,9212.0,0.0,0.0,0.0,0.0
189,1400.0,LA VETA JUNIOR-SENIOR HIGH SCHOOL,4864.0,1.0,0.0,1.0,0.0
190,1420.0,MC LAIN HIGH SCHOOL,33.0,0.0,0.0,0.0,0.0
191,1420.0,ALAMEDA HIGH SCHOOL,108.0,0.0,0.0,0.0,0.0
192,1420.0,ARVADA HIGH SCHOOL,370.0,0.0,0.0,0.0,0.0
193,1420.0,ARVADA WEST HIGH SCHOOL,378.0,1.0,0.0,0.0,0.0
194,1420.0,BEAR CREEK HIGH SCHOOL,664.0,1.0,0.0,0.0,0.0
195,1420.0,BRADY EXPLORATION SCHOOL,965.0,0.0,0.0,0.0,0.0
196,1420.0,CHATFIELD HIGH SCHOOL,1522.0,1.0,0.0,1.0,0.0
197,1420.0,COLUMBINE HIGH SCHOOL,1864.0,1.0,0.0,0.0,0.0
198,1420.0,COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,1869.0,1.0,1.0,0.0,0.0
199,1420.0,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,1880.0,1.0,0.0,0.0,0.0
200,1420.0,CONIFER SENIOR HIGH SCHOOL,1886.0,1.0,0.0,1.0,0.0
201,1420.0,DAKOTA RIDGE SENIOR HIGH SCHOOL,2093.0,1.0,0.0,1.0,0.0
202,1420.0,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,2120.0,1.0,1.0,1.0,1.0
203,1420.0,EVERGREEN HIGH SCHOOL,2836.0,1.0,1.0,1.0,0.0
204,1420.0,GOLDEN HIGH SCHOOL,3502.0,1.0,0.0,1.0,0.0
205,1420.0,GREEN MOUNTAIN HIGH SCHOOL,3628.0,1.0,0.0,1.0,0.0
206,1420.0,JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,4410.0,1.0,1.0,1.0,0.0
207,1420.0,JEFFERSON HIGH SCHOOL,4422.0,0.0,0.0,0.0,0.0
208,1420.0,LAKEWOOD HIGH SCHOOL,4942.0,1.0,0.0,1.0,0.0
209,1420.0,NEW AMERICA SCHOOL,6237.0,0.0,0.0,0.0,0.0
210,1420.0,JEFFERSON COUNTY OPEN SECONDARY,6541.0,0.0,0.0,0.0,0.0
211,1420.0,POMONA HIGH SCHOOL,7114.0,1.0,0.0,0.0,0.0
212,1420.0,RALSTON VALLEY SENIOR HIGH SCHOOL,7239.0,1.0,0.0,1.0,0.0
213,1420.0,COLLEGIATE ACADEMY OF COLORADO,7701.0,1.0,0.0,0.0,0.0
214,1420.0,STANDLEY LAKE HIGH SCHOOL,8209.0,1.0,0.0,1.0,0.0
215,1420.0,WHEAT RIDGE HIGH SCHOOL,9510.0,1.0,0.0,0.0,0.0
216,1480.0,STRATTON SENIOR HIGH SCHOOL,8354.0,1.0,0.0,1.0,0.0
217,1500.0,BURLINGTON HIGH SCHOOL,1152.0,1.0,0.0,0.0,0.0
218,1510.0,LAKE COUNTY HIGH SCHOOL,4904.0,0.0,0.0,0.0,0.0
219,1520.0,DURANGO HIGH SCHOOL,2318.0,1.0,0.0,0.0,0.0
220,1530.0,BAYFIELD HIGH SCHOOL,640.0,1.0,0.0,0.0,0.0
221,1540.0,IGNACIO HIGH SCHOOL,4258.0,0.0,0.0,0.0,0.0
222,1550.0,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,146.0,1.0,1.0,1.0,1.0
223,1550.0,FORT COLLINS HIGH SCHOOL,3046.0,1.0,0.0,0.0,0.0
224,1550.0,FOSSIL RIDGE HIGH SCHOOL,3105.0,1.0,0.0,1.0,0.0
225,1550.0,CENTENNIAL HIGH SCHOOL,3760.0,1.0,0.0,0.0,0.0
226,1550.0,POLARIS EXPEDITIONARY LEARNING SCHOOL,7104.0,1.0,0.0,0.0,0.0
227,1550.0,POUDRE HIGH SCHOOL,7124.0,1.0,0.0,0.0,0.0
228,1550.0,ROCKY MOUNTAIN HIGH SCHOOL,7470.0,1.0,0.0,0.0,0.0
229,1560.0,BERTHOUD HIGH SCHOOL,812.0,1.0,0.0,0.0,0.0
230,1560.0,LOVELAND HIGH SCHOOL,5316.0,1.0,0.0,1.0,0.0
231,1560.0,MOUNTAIN VIEW HIGH SCHOOL,6163.0,1.0,0.0,0.0,0.0
232,1560.0,THOMPSON VALLEY HIGH SCHOOL,8824.0,1.0,0.0,0.0,0.0
233,1560.0,HAROLD FERGUSON HIGH SCHOOL,9260.0,0.0,0.0,0.0,0.0
234,1570.0,ESTES PARK HIGH SCHOOL,2794.0,1.0,0.0,1.0,0.0
235,1580.0,TRINIDAD HIGH SCHOOL,8906.0,0.0,0.0,0.0,0.0
236,1590.0,PRIMERO JUNIOR-SENIOR HIGH SCHOOL,7164.0,1.0,0.0,0.0,0.0
237,1600.0,HOEHNE HIGH SCHOOL,4048.0,1.0,0.0,0.0,0.0
238,1750.0,BRANSON SCHOOL ONLINE,948.0,1.0,0.0,0.0,0.0
239,1790.0,LIMON JUNIOR-SENIOR HIGH SCHOOL,5136.0,1.0,0.0,0.0,0.0
240,1810.0,KARVAL ONLINE EDUCATION,4504.0,1.0,0.0,0.0,0.0
241,1828.0,CALICHE JUNIOR-SENIOR HIGH SCHOOL,1224.0,1.0,0.0,0.0,0.0
242,1828.0,STERLING HIGH SCHOOL,8260.0,1.0,0.0,0.0,0.0
243,1860.0,MERINO JUNIOR SENIOR HIGH SCHOOL,5806.0,1.0,0.0,0.0,0.0
244,1990.0,GRAND MESA HIGH SCHOOL,3582.0,0.0,0.0,0.0,0.0
245,1990.0,PLATEAU VALLEY HIGH SCHOOL,7032.0,0.0,0.0,0.0,0.0
246,2000.0,CENTRAL HIGH SCHOOL,1450.0,1.0,0.0,0.0,0.0
247,2000.0,GRAND JUNCTION HIGH SCHOOL,3570.0,1.0,0.0,0.0,0.0
248,2000.0,FRUITA MONUMENT HIGH SCHOOL,6070.0,1.0,0.0,0.0,0.0
249,2000.0,PALISADE HIGH SCHOOL,6666.0,1.0,0.0,0.0,0.0
250,2000.0,R-5 HIGH SCHOOL,7236.0,0.0,0.0,0.0,0.0
251,2020.0,MOFFAT COUNTY HIGH SCHOOL,5962.0,1.0,0.0,0.0,0.0
252,2035.0,MONTEZUMA-CORTEZ HIGH SCHOOL,6026.0,0.0,0.0,0.0,0.0
253,2035.0,SOUTHWEST OPEN CHARTER SCHOOL,8133.0,0.0,0.0,0.0,0.0
254,2055.0,DOLORES HIGH SCHOOL,2208.0,1.0,0.0,0.0,0.0
255,2070.0,MANCOS HIGH SCHOOL,5452.0,1.0,0.0,0.0,0.0
256,2180.0,MONTROSE HIGH SCHOOL,6058.0,1.0,0.0,0.0,0.0
257,2180.0,OLATHE HIGH SCHOOL,6494.0,0.0,0.0,0.0,0.0
258,2180.0,VISTA CHARTER SCHOOL,9149.0,0.0,0.0,0.0,0.0
259,2190.0,NUCLA JUNIOR/SENIOR HIGH SCHOOL,6436.0,0.0,0.0,0.0,0.0
260,2395.0,BRUSH HIGH SCHOOL,1096.0,1.0,0.0,0.0,0.0
261,2405.0,FORT MORGAN HIGH SCHOOL,3078.0,0.0,0.0,0.0,0.0
262,2515.0,WIGGINS HIGH SCHOOL,9582.0,1.0,0.0,0.0,0.0
263,2520.0,LA JUNTA HIGH SCHOOL,4844.0,0.0,0.0,0.0,0.0
264,2530.0,ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,7442.0,0.0,0.0,0.0,0.0
265,2540.0,FOWLER HIGH SCHOOL,3134.0,1.0,0.0,0.0,0.0
266,2570.0,SWINK JUNIOR-SENIOR HIGH SCHOOL,8456.0,1.0,0.0,0.0,0.0
267,2580.0,OURAY SENIOR HIGH SCHOOL,6600.0,1.0,0.0,0.0,0.0
268,2590.0,RIDGWAY HIGH SCHOOL,7346.0,1.0,0.0,0.0,0.0
269,2600.0,PLATTE CANYON HIGH SCHOOL,7046.0,1.0,0.0,0.0,0.0
270,2610.0,SOUTH PARK HIGH SCHOOL,8118.0,1.0,0.0,1.0,0.0
271,2620.0,HOLYOKE SENIOR HIGH SCHOOL,4080.0,1.0,0.0,0.0,0.0
272,2630.0,HAXTUN HIGH SCHOOL,3850.0,1.0,0.0,0.0,0.0
273,2640.0,ASPEN HIGH SCHOOL,432.0,1.0,1.0,1.0,0.0
274,2660.0,LAMAR HIGH SCHOOL,4960.0,0.0,0.0,0.0,0.0
275,2670.0,HOLLY HIGH SCHOOL,4058.0,1.0,0.0,0.0,0.0
276,2690.0,CENTENNIAL HIGH SCHOOL,1402.0,1.0,0.0,0.0,0.0
277,2690.0,CENTRAL HIGH SCHOOL,1454.0,0.0,0.0,0.0,0.0
278,2690.0,DOLORES HUERTA PREPARATORY HIGH SCHOOL,2217.0,1.0,0.0,0.0,0.0
279,2690.0,EAST HIGH SCHOOL,2394.0,0.0,0.0,0.0,0.0
280,2690.0,SOUTH HIGH SCHOOL,8082.0,1.0,0.0,0.0,0.0
281,2690.0,YOUTH & FAMILY ACADEMY CHARTER,9785.0,0.0,0.0,0.0,0.0
282,2700.0,FUTURES ACADEMY,3279.0,0.0,0.0,0.0,0.0
283,2700.0,PUEBLO COUNTY HIGH SCHOOL,7208.0,1.0,0.0,0.0,0.0
284,2700.0,PUEBLO TECHNICAL ACADEMY,7211.0,1.0,1.0,1.0,0.0
285,2700.0,PUEBLO WEST HIGH SCHOOL,7214.0,1.0,0.0,0.0,0.0
286,2700.0,RYE HIGH SCHOOL,7534.0,0.0,0.0,0.0,0.0
287,2700.0,SOUTHERN COLORADO EARLY COLLEGE,7879.0,0.0,0.0,0.0,0.0
288,2710.0,MEEKER HIGH SCHOOL,5762.0,1.0,0.0,0.0,0.0
289,2720.0,RANGELY JUNIOR/SENIOR HIGH SCHOOL,7276.0,0.0,0.0,0.0,0.0
290,2730.0,DEL NORTE HIGH SCHOOL,2150.0,0.0,0.0,0.0,0.0
291,2740.0,MONTE VISTA SENIOR HIGH SCHOOL,6046.0,1.0,0.0,0.0,0.0
292,2740.0,MONTE VISTA ON-LINE ACADEMY,6520.0,0.0,0.0,0.0,0.0
